scenario,scheme,index,phase,site,authorized,reason,latency_ns,aggregate_consumed,aggregate_spendable,central_remaining
balanced_equal_shares,centralized_counter,23,normal,site-c,True,authorized,314700,,,276
balanced_equal_shares,centralized_counter,24,normal,site-a,True,authorized,343800,,,275
balanced_equal_shares,centralized_counter,25,normal,site-b,True,authorized,331000,,,274
balanced_equal_shares,centralized_counter,26,normal,site-c,True,authorized,315600,,,273
balanced_equal_shares,centralized_counter,27,normal,site-a,True,authorized,314300,,,272
balanced_equal_shares,centralized_counter,28,normal,site-b,True,authorized,329400,,,271
balanced_equal_shares,centralized_counter,29,normal,site-c,True,authorized,337700,,,270
balanced_equal_shares,centralized_counter,30,normal,site-a,True,authorized,318100,,,269
balanced_equal_shares,centralized_counter,31,normal,site-b,True,authorized,314400,,,268
balanced_equal_shares,centralized_counter,32,normal,site-c,True,authorized,296700,,,267
balanced_equal_shares,centralized_counter,33,normal,site-a,True,authorized,316400,,,266
balanced_equal_shares,centralized_counter,34,normal,site-b,True,authorized,279100,,,265
balanced_equal_shares,centralized_counter,35,normal,site-c,True,authorized,305900,,,264
balanced_equal_shares,centralized_counter,36,normal,site-a,True,authorized,270100,,,263
balanced_equal_shares,centralized_counter,37,normal,site-b,True,authorized,284700,,,262
balanced_equal_shares,centralized_counter,38,normal,site-c,True,authorized,274500,,,261
balanced_equal_shares,centralized_counter,39,normal,site-a,True,authorized,274400,,,260
balanced_equal_shares,centralized_counter,40,normal,site-b,True,authorized,296400,,,259
balanced_equal_shares,centralized_counter,41,normal,site-c,True,authorized,270500,,,258
balanced_equal_shares,centralized_counter,42,normal,site-a,True,authorized,263400,,,257
balanced_equal_shares,centralized_counter,43,normal,site-b,True,authorized,315500,,,256
balanced_equal_shares,centralized_counter,44,normal,site-c,True,authorized,275700,,,255
balanced_equal_shares,centralized_counter,45,normal,site-a,True,authorized,290300,,,254
balanced_equal_shares,centralized_counter,46,normal,site-b,True,authorized,274000,,,253
balanced_equal_shares,centralized_counter,47,normal,site-c,True,authorized,278300,,,252
balanced_equal_shares,centralized_counter,48,normal,site-a,True,authorized,272900,,,251
balanced_equal_shares,centralized_counter,49,normal,site-b,True,authorized,274500,,,250
balanced_equal_shares,centralized_counter,50,normal,site-c,True,authorized,285200,,,249
balanced_equal_shares,centralized_counter,51,normal,site-a,True,authorized,325200,,,248
balanced_equal_shares,centralized_counter,52,normal,site-b,True,authorized,315400,,,247
balanced_equal_shares,centralized_counter,53,normal,site-c,True,authorized,298300,,,246
balanced_equal_shares,centralized_counter,54,normal,site-a,True,authorized,279400,,,245
balanced_equal_shares,centralized_counter,55,normal,site-b,True,authorized,294600,,,244
balanced_equal_shares,centralized_counter,56,normal,site-c,True,authorized,399500,,,243
balanced_equal_shares,centralized_counter,57,normal,site-a,True,authorized,284600,,,242
balanced_equal_shares,centralized_counter,58,normal,site-b,True,authorized,271500,,,241
balanced_equal_shares,centralized_counter,59,normal,site-c,True,authorized,271600,,,240
balanced_equal_shares,centralized_counter,60,partition,site-a,False,central_unreachable,0,,,240
balanced_equal_shares,centralized_counter,61,partition,site-b,True,authorized,273200,,,239
balanced_equal_shares,centralized_counter,62,partition,site-c,True,authorized,313000,,,238
balanced_equal_shares,centralized_counter,63,partition,site-a,False,central_unreachable,0,,,238
balanced_equal_shares,centralized_counter,64,partition,site-b,True,authorized,287900,,,237
balanced_equal_shares,centralized_counter,65,partition,site-c,True,authorized,272000,,,236
balanced_equal_shares,centralized_counter,66,partition,site-a,False,central_unreachable,0,,,236
balanced_equal_shares,centralized_counter,67,partition,site-b,True,authorized,285700,,,235
balanced_equal_shares,centralized_counter,68,partition,site-c,True,authorized,284700,,,234
balanced_equal_shares,centralized_counter,69,partition,site-a,False,central_unreachable,0,,,234
balanced_equal_shares,centralized_counter,70,partition,site-b,True,authorized,285900,,,233
balanced_equal_shares,centralized_counter,71,partition,site-c,True,authorized,280900,,,232
balanced_equal_shares,centralized_counter,72,partition,site-a,False,central_unreachable,0,,,232
balanced_equal_shares,centralized_counter,73,partition,site-b,True,authorized,271500,,,231
balanced_equal_shares,centralized_counter,74,partition,site-c,True,authorized,268700,,,230
balanced_equal_shares,centralized_counter,75,partition,site-a,False,central_unreachable,0,,,230
balanced_equal_shares,centralized_counter,76,partition,site-b,True,authorized,287000,,,229
balanced_equal_shares,centralized_counter,77,partition,site-c,True,authorized,306000,,,228
balanced_equal_shares,centralized_counter,78,partition,site-a,False,central_unreachable,0,,,228
balanced_equal_shares,centralized_counter,79,partition,site-b,True,authorized,300600,,,227
balanced_equal_shares,centralized_counter,80,partition,site-c,True,authorized,277200,,,226
balanced_equal_shares,centralized_counter,81,partition,site-a,False,central_unreachable,0,,,226
balanced_equal_shares,centralized_counter,82,partition,site-b,True,authorized,283200,,,225
balanced_equal_shares,centralized_counter,83,partition,site-c,True,authorized,276300,,,224
balanced_equal_shares,centralized_counter,84,partition,site-a,False,central_unreachable,0,,,224
balanced_equal_shares,centralized_counter,85,partition,site-b,True,authorized,296100,,,223
balanced_equal_shares,centralized_counter,86,partition,site-c,True,authorized,272500,,,222
balanced_equal_shares,centralized_counter,87,partition,site-a,False,central_unreachable,0,,,222
balanced_equal_shares,centralized_counter,88,partition,site-b,True,authorized,279600,,,221
balanced_equal_shares,centralized_counter,89,partition,site-c,True,authorized,282700,,,220
balanced_equal_shares,centralized_counter,90,partition,site-a,False,central_unreachable,0,,,220
balanced_equal_shares,centralized_counter,91,partition,site-b,True,authorized,298700,,,219
balanced_equal_shares,centralized_counter,92,partition,site-c,True,authorized,393500,,,218
balanced_equal_shares,centralized_counter,93,partition,site-a,False,central_unreachable,0,,,218
balanced_equal_shares,centralized_counter,94,partition,site-b,True,authorized,316500,,,217
balanced_equal_shares,centralized_counter,95,partition,site-c,True,authorized,290300,,,216
balanced_equal_shares,centralized_counter,96,partition,site-a,False,central_unreachable,0,,,216
balanced_equal_shares,centralized_counter,97,partition,site-b,True,authorized,262300,,,215
balanced_equal_shares,centralized_counter,98,partition,site-c,True,authorized,288700,,,214
balanced_equal_shares,centralized_counter,99,partition,site-a,False,central_unreachable,0,,,214
balanced_equal_shares,centralized_counter,100,partition,site-b,True,authorized,277500,,,213
balanced_equal_shares,centralized_counter,101,partition,site-c,True,authorized,306200,,,212
balanced_equal_shares,centralized_counter,102,partition,site-a,False,central_unreachable,0,,,212
balanced_equal_shares,centralized_counter,103,partition,site-b,True,authorized,304900,,,211
balanced_equal_shares,centralized_counter,104,partition,site-c,True,authorized,273700,,,210
balanced_equal_shares,centralized_counter,105,partition,site-a,False,central_unreachable,0,,,210
balanced_equal_shares,centralized_counter,106,partition,site-b,True,authorized,280200,,,209
balanced_equal_shares,centralized_counter,107,partition,site-c,True,authorized,269500,,,208
balanced_equal_shares,centralized_counter,108,partition,site-a,False,central_unreachable,0,,,208
balanced_equal_shares,centralized_counter,109,partition,site-b,True,authorized,298400,,,207
balanced_equal_shares,centralized_counter,110,partition,site-c,True,authorized,287300,,,206
balanced_equal_shares,centralized_counter,111,partition,site-a,False,central_unreachable,0,,,206
balanced_equal_shares,centralized_counter,112,partition,site-b,True,authorized,269700,,,205
balanced_equal_shares,centralized_counter,113,partition,site-c,True,authorized,303400,,,204
balanced_equal_shares,centralized_counter,114,partition,site-a,False,central_unreachable,0,,,204
balanced_equal_shares,centralized_counter,115,partition,site-b,True,authorized,393100,,,203
balanced_equal_shares,centralized_counter,116,partition,site-c,True,authorized,284200,,,202
balanced_equal_shares,centralized_counter,117,partition,site-a,False,central_unreachable,0,,,202
balanced_equal_shares,centralized_counter,118,partition,site-b,True,authorized,271900,,,201
balanced_equal_shares,centralized_counter,119,partition,site-c,True,authorized,280300,,,200
balanced_equal_shares,centralized_counter,120,partition,site-a,False,central_unreachable,0,,,200
balanced_equal_shares,centralized_counter,121,partition,site-b,True,authorized,296000,,,199
balanced_equal_shares,centralized_counter,122,partition,site-c,True,authorized,298200,,,198
balanced_equal_shares,centralized_counter,123,partition,site-a,False,central_unreachable,0,,,198
balanced_equal_shares,centralized_counter,124,partition,site-b,True,authorized,311400,,,197
balanced_equal_shares,centralized_counter,125,partition,site-c,True,authorized,301400,,,196
balanced_equal_shares,centralized_counter,126,partition,site-a,False,central_unreachable,0,,,196
balanced_equal_shares,centralized_counter,127,partition,site-b,True,authorized,270500,,,195
balanced_equal_shares,centralized_counter,128,partition,site-c,True,authorized,302600,,,194
balanced_equal_shares,centralized_counter,129,partition,site-a,False,central_unreachable,0,,,194
balanced_equal_shares,centralized_counter,130,partition,site-b,True,authorized,313100,,,193
balanced_equal_shares,centralized_counter,131,partition,site-c,True,authorized,295400,,,192
balanced_equal_shares,centralized_counter,132,partition,site-a,False,central_unreachable,0,,,192
balanced_equal_shares,centralized_counter,133,partition,site-b,True,authorized,285400,,,191
balanced_equal_shares,centralized_counter,134,partition,site-c,True,authorized,284000,,,190
balanced_equal_shares,centralized_counter,135,partition,site-a,False,central_unreachable,0,,,190
balanced_equal_shares,centralized_counter,136,partition,site-b,True,authorized,291300,,,189
balanced_equal_shares,centralized_counter,137,partition,site-c,True,authorized,290100,,,188
balanced_equal_shares,centralized_counter,138,partition,site-a,False,central_unreachable,0,,,188
balanced_equal_shares,centralized_counter,139,partition,site-b,True,authorized,314100,,,187
balanced_equal_shares,centralized_counter,140,partition,site-c,True,authorized,334400,,,186
balanced_equal_shares,centralized_counter,141,partition,site-a,False,central_unreachable,0,,,186
balanced_equal_shares,centralized_counter,142,partition,site-b,True,authorized,303900,,,185
balanced_equal_shares,centralized_counter,143,partition,site-c,True,authorized,273200,,,184
balanced_equal_shares,centralized_counter,144,partition,site-a,False,central_unreachable,0,,,184
balanced_equal_shares,centralized_counter,145,partition,site-b,True,authorized,277000,,,183
balanced_equal_shares,centralized_counter,146,partition,site-c,True,authorized,281800,,,182
balanced_equal_shares,centralized_counter,147,partition,site-a,False,central_unreachable,0,,,182
balanced_equal_shares,centralized_counter,148,partition,site-b,True,authorized,299100,,,181
balanced_equal_shares,centralized_counter,149,partition,site-c,True,authorized,278900,,,180
balanced_equal_shares,centralized_counter,150,partition,site-a,False,central_unreachable,0,,,180
balanced_equal_shares,centralized_counter,151,partition,site-b,True,authorized,269800,,,179
balanced_equal_shares,centralized_counter,152,partition,site-c,True,authorized,277800,,,178
balanced_equal_shares,centralized_counter,153,partition,site-a,False,central_unreachable,0,,,178
balanced_equal_shares,centralized_counter,154,partition,site-b,True,authorized,303500,,,177
balanced_equal_shares,centralized_counter,155,partition,site-c,True,authorized,331000,,,176
balanced_equal_shares,centralized_counter,156,partition,site-a,False,central_unreachable,0,,,176
balanced_equal_shares,centralized_counter,157,partition,site-b,True,authorized,274700,,,175
balanced_equal_shares,centralized_counter,158,partition,site-c,True,authorized,344900,,,174
balanced_equal_shares,centralized_counter,159,partition,site-a,False,central_unreachable,0,,,174
balanced_equal_shares,centralized_counter,160,partition,site-b,True,authorized,363400,,,173
balanced_equal_shares,centralized_counter,161,partition,site-c,True,authorized,284600,,,172
balanced_equal_shares,centralized_counter,162,partition,site-a,False,central_unreachable,0,,,172
balanced_equal_shares,centralized_counter,163,partition,site-b,True,authorized,292000,,,171
balanced_equal_shares,centralized_counter,164,partition,site-c,True,authorized,281900,,,170
balanced_equal_shares,centralized_counter,165,partition,site-a,False,central_unreachable,0,,,170
balanced_equal_shares,centralized_counter,166,partition,site-b,True,authorized,277300,,,169
balanced_equal_shares,centralized_counter,167,partition,site-c,True,authorized,280400,,,168
balanced_equal_shares,centralized_counter,168,partition,site-a,False,central_unreachable,0,,,168
balanced_equal_shares,centralized_counter,169,partition,site-b,True,authorized,269900,,,167
balanced_equal_shares,centralized_counter,170,partition,site-c,True,authorized,295200,,,166
balanced_equal_shares,centralized_counter,171,partition,site-a,False,central_unreachable,0,,,166
balanced_equal_shares,centralized_counter,172,partition,site-b,True,authorized,277900,,,165
balanced_equal_shares,centralized_counter,173,partition,site-c,True,authorized,296700,,,164
balanced_equal_shares,centralized_counter,174,partition,site-a,False,central_unreachable,0,,,164
balanced_equal_shares,centralized_counter,175,partition,site-b,True,authorized,291400,,,163
balanced_equal_shares,centralized_counter,176,partition,site-c,True,authorized,277500,,,162
balanced_equal_shares,centralized_counter,177,partition,site-a,False,central_unreachable,0,,,162
balanced_equal_shares,centralized_counter,178,partition,site-b,True,authorized,297800,,,161
balanced_equal_shares,centralized_counter,179,partition,site-c,True,authorized,321000,,,160
balanced_equal_shares,centralized_counter,180,partition,site-a,False,central_unreachable,0,,,160
balanced_equal_shares,centralized_counter,181,partition,site-b,True,authorized,281500,,,159
balanced_equal_shares,centralized_counter,182,partition,site-c,True,authorized,278900,,,158
balanced_equal_shares,centralized_counter,183,partition,site-a,False,central_unreachable,0,,,158
balanced_equal_shares,centralized_counter,184,partition,site-b,True,authorized,279800,,,157
balanced_equal_shares,centralized_counter,185,partition,site-c,True,authorized,319900,,,156
balanced_equal_shares,centralized_counter,186,partition,site-a,False,central_unreachable,0,,,156
balanced_equal_shares,centralized_counter,187,partition,site-b,True,authorized,278100,,,155
balanced_equal_shares,centralized_counter,188,partition,site-c,True,authorized,291000,,,154
balanced_equal_shares,centralized_counter,189,partition,site-a,False,central_unreachable,0,,,154
balanced_equal_shares,centralized_counter,190,partition,site-b,True,authorized,278600,,,153
balanced_equal_shares,centralized_counter,191,partition,site-c,True,authorized,291300,,,152
balanced_equal_shares,centralized_counter,192,partition,site-a,False,central_unreachable,0,,,152
balanced_equal_shares,centralized_counter,193,partition,site-b,True,authorized,311000,,,151
balanced_equal_shares,centralized_counter,194,partition,site-c,True,authorized,300600,,,150
balanced_equal_shares,centralized_counter,195,partition,site-a,False,central_unreachable,0,,,150
balanced_equal_shares,centralized_counter,196,partition,site-b,True,authorized,282600,,,149
balanced_equal_shares,centralized_counter,197,partition,site-c,True,authorized,292200,,,148
balanced_equal_shares,centralized_counter,198,partition,site-a,False,central_unreachable,0,,,148
balanced_equal_shares,centralized_counter,199,partition,site-b,True,authorized,279900,,,147
balanced_equal_shares,centralized_counter,200,partition,site-c,True,authorized,293600,,,146
balanced_equal_shares,centralized_counter,201,partition,site-a,False,central_unreachable,0,,,146
balanced_equal_shares,centralized_counter,202,partition,site-b,True,authorized,272900,,,145
balanced_equal_shares,centralized_counter,203,partition,site-c,True,authorized,273300,,,144
balanced_equal_shares,centralized_counter,204,partition,site-a,False,central_unreachable,0,,,144
balanced_equal_shares,centralized_counter,205,partition,site-b,True,authorized,292800,,,143
balanced_equal_shares,centralized_counter,206,partition,site-c,True,authorized,271100,,,142
balanced_equal_shares,centralized_counter,207,partition,site-a,False,central_unreachable,0,,,142
balanced_equal_shares,centralized_counter,208,partition,site-b,True,authorized,272700,,,141
balanced_equal_shares,centralized_counter,209,partition,site-c,True,authorized,292300,,,140
balanced_equal_shares,centralized_counter,210,recovery,site-a,True,authorized,280000,,,139
balanced_equal_shares,centralized_counter,211,recovery,site-b,True,authorized,271400,,,138
balanced_equal_shares,centralized_counter,212,recovery,site-c,True,authorized,277600,,,137
balanced_equal_shares,centralized_counter,213,recovery,site-a,True,authorized,287800,,,136
balanced_equal_shares,centralized_counter,214,recovery,site-b,True,authorized,336500,,,135
balanced_equal_shares,centralized_counter,215,recovery,site-c,True,authorized,286900,,,134
balanced_equal_shares,centralized_counter,216,recovery,site-a,True,authorized,285300,,,133
balanced_equal_shares,centralized_counter,217,recovery,site-b,True,authorized,408000,,,132
balanced_equal_shares,centralized_counter,218,recovery,site-c,True,authorized,318400,,,131
balanced_equal_shares,centralized_counter,219,recovery,site-a,True,authorized,288200,,,130
balanced_equal_shares,centralized_counter,220,recovery,site-b,True,authorized,333200,,,129
balanced_equal_shares,centralized_counter,221,recovery,site-c,True,authorized,299300,,,128
balanced_equal_shares,centralized_counter,222,recovery,site-a,True,authorized,327100,,,127
balanced_equal_shares,centralized_counter,223,recovery,site-b,True,authorized,278700,,,126
balanced_equal_shares,centralized_counter,224,recovery,site-c,True,authorized,319400,,,125
balanced_equal_shares,centralized_counter,225,recovery,site-a,True,authorized,348800,,,124
balanced_equal_shares,centralized_counter,226,recovery,site-b,True,authorized,313500,,,123
balanced_equal_shares,centralized_counter,227,recovery,site-c,True,authorized,279600,,,122
balanced_equal_shares,centralized_counter,228,recovery,site-a,True,authorized,314200,,,121
balanced_equal_shares,centralized_counter,229,recovery,site-b,True,authorized,275900,,,120
balanced_equal_shares,centralized_counter,230,recovery,site-c,True,authorized,288700,,,119
balanced_equal_shares,centralized_counter,231,recovery,site-a,True,authorized,275500,,,118
balanced_equal_shares,centralized_counter,232,recovery,site-b,True,authorized,273700,,,117
balanced_equal_shares,centralized_counter,233,recovery,site-c,True,authorized,279600,,,116
balanced_equal_shares,centralized_counter,234,recovery,site-a,True,authorized,293800,,,115
balanced_equal_shares,centralized_counter,235,recovery,site-b,True,authorized,285900,,,114
balanced_equal_shares,centralized_counter,236,recovery,site-c,True,authorized,275500,,,113
balanced_equal_shares,centralized_counter,237,recovery,site-a,True,authorized,299000,,,112
balanced_equal_shares,centralized_counter,238,recovery,site-b,True,authorized,380400,,,111
balanced_equal_shares,centralized_counter,239,recovery,site-c,True,authorized,364600,,,110
balanced_equal_shares,centralized_counter,240,recovery,site-a,True,authorized,283600,,,109
balanced_equal_shares,centralized_counter,241,recovery,site-b,True,authorized,284500,,,108
balanced_equal_shares,centralized_counter,242,recovery,site-c,True,authorized,293600,,,107
balanced_equal_shares,centralized_counter,243,recovery,site-a,True,authorized,311600,,,106
balanced_equal_shares,centralized_counter,244,recovery,site-b,True,authorized,323200,,,105
balanced_equal_shares,centralized_counter,245,recovery,site-c,True,authorized,280600,,,104
balanced_equal_shares,centralized_counter,246,recovery,site-a,True,authorized,288200,,,103
balanced_equal_shares,centralized_counter,247,recovery,site-b,True,authorized,306800,,,102
balanced_equal_shares,centralized_counter,248,recovery,site-c,True,authorized,280700,,,101
balanced_equal_shares,centralized_counter,249,recovery,site-a,True,authorized,270300,,,100
balanced_equal_shares,centralized_counter,250,recovery,site-b,True,authorized,274100,,,99
balanced_equal_shares,centralized_counter,251,recovery,site-c,True,authorized,276600,,,98
balanced_equal_shares,centralized_counter,252,recovery,site-a,True,authorized,347200,,,97
balanced_equal_shares,centralized_counter,253,recovery,site-b,True,authorized,301400,,,96
balanced_equal_shares,centralized_counter,254,recovery,site-c,True,authorized,358700,,,95
balanced_equal_shares,centralized_counter,255,recovery,site-a,True,authorized,309400,,,94
balanced_equal_shares,centralized_counter,256,recovery,site-b,True,authorized,303300,,,93
balanced_equal_shares,centralized_counter,257,recovery,site-c,True,authorized,279400,,,92
balanced_equal_shares,centralized_counter,258,recovery,site-a,True,authorized,277900,,,91
balanced_equal_shares,centralized_counter,259,recovery,site-b,True,authorized,281700,,,90
balanced_equal_shares,centralized_counter,260,recovery,site-c,True,authorized,301000,,,89
balanced_equal_shares,centralized_counter,261,recovery,site-a,True,authorized,299300,,,88
balanced_equal_shares,centralized_counter,262,recovery,site-b,True,authorized,351400,,,87
balanced_equal_shares,centralized_counter,263,recovery,site-c,True,authorized,290500,,,86
balanced_equal_shares,centralized_counter,264,recovery,site-a,True,authorized,283500,,,85
balanced_equal_shares,centralized_counter,265,recovery,site-b,True,authorized,342300,,,84
balanced_equal_shares,centralized_counter,266,recovery,site-c,True,authorized,303300,,,83
balanced_equal_shares,centralized_counter,267,recovery,site-a,True,authorized,312400,,,82
balanced_equal_shares,centralized_counter,268,recovery,site-b,True,authorized,296100,,,81
balanced_equal_shares,centralized_counter,269,recovery,site-c,True,authorized,291800,,,80
balanced_equal_shares,centralized_counter,270,recovery,site-a,True,authorized,275900,,,79
balanced_equal_shares,centralized_counter,271,recovery,site-b,True,authorized,283100,,,78
balanced_equal_shares,centralized_counter,272,recovery,site-c,True,authorized,286900,,,77
balanced_equal_shares,centralized_counter,273,recovery,site-a,True,authorized,311000,,,76
balanced_equal_shares,centralized_counter,274,recovery,site-b,True,authorized,264400,,,75
balanced_equal_shares,centralized_counter,275,recovery,site-c,True,authorized,290800,,,74
balanced_equal_shares,centralized_counter,276,recovery,site-a,True,authorized,278400,,,73
balanced_equal_shares,centralized_counter,277,recovery,site-b,True,authorized,283100,,,72
balanced_equal_shares,centralized_counter,278,recovery,site-c,True,authorized,296900,,,71
balanced_equal_shares,centralized_counter,279,recovery,site-a,True,authorized,268400,,,70
balanced_equal_shares,centralized_counter,280,recovery,site-b,True,authorized,331800,,,69
balanced_equal_shares,centralized_counter,281,recovery,site-c,True,authorized,277600,,,68
balanced_equal_shares,centralized_counter,282,recovery,site-a,True,authorized,289000,,,67
balanced_equal_shares,centralized_counter,283,recovery,site-b,True,authorized,295700,,,66
balanced_equal_shares,centralized_counter,284,recovery,site-c,True,authorized,302700,,,65
balanced_equal_shares,centralized_counter,285,recovery,site-a,True,authorized,290100,,,64
balanced_equal_shares,centralized_counter,286,recovery,site-b,True,authorized,328800,,,63
balanced_equal_shares,centralized_counter,287,recovery,site-c,True,authorized,303300,,,62
balanced_equal_shares,centralized_counter,288,recovery,site-a,True,authorized,341000,,,61
balanced_equal_shares,centralized_counter,289,recovery,site-b,True,authorized,323400,,,60
balanced_equal_shares,centralized_counter,290,recovery,site-c,True,authorized,271400,,,59
balanced_equal_shares,centralized_counter,291,recovery,site-a,True,authorized,302900,,,58
balanced_equal_shares,centralized_counter,292,recovery,site-b,True,authorized,283500,,,57
balanced_equal_shares,centralized_counter,293,recovery,site-c,True,authorized,353200,,,56
balanced_equal_shares,centralized_counter,294,recovery,site-a,True,authorized,275300,,,55
balanced_equal_shares,centralized_counter,295,recovery,site-b,True,authorized,284900,,,54
balanced_equal_shares,centralized_counter,296,recovery,site-c,True,authorized,276100,,,53
balanced_equal_shares,centralized_counter,297,recovery,site-a,True,authorized,287900,,,52
balanced_equal_shares,centralized_counter,298,recovery,site-b,True,authorized,287300,,,51
balanced_equal_shares,centralized_counter,299,recovery,site-c,True,authorized,283400,,,50
skew_equal_shares,lets,0,normal,site-a,True,authorized_and_claimed,10092100,1,299,
skew_equal_shares,lets,1,normal,site-a,True,authorized_and_claimed,11197100,2,298,
skew_equal_shares,lets,2,normal,site-b,True,authorized_and_claimed,10439100,3,297,
skew_equal_shares,lets,3,normal,site-a,True,authorized_and_claimed,10841900,4,296,
skew_equal_shares,lets,4,normal,site-c,True,authorized_and_claimed,10468300,5,295,
skew_equal_shares,lets,5,normal,site-a,True,authorized_and_claimed,10600700,6,294,
skew_equal_shares,lets,6,normal,site-a,True,authorized_and_claimed,11231700,7,293,
skew_equal_shares,lets,7,normal,site-a,True,authorized_and_claimed,11126000,8,292,
skew_equal_shares,lets,8,normal,site-b,True,authorized_and_claimed,10884300,9,291,
skew_equal_shares,lets,9,normal,site-a,True,authorized_and_claimed,10926600,10,290,
skew_equal_shares,lets,10,normal,site-a,True,authorized_and_claimed,11297700,11,289,
skew_equal_shares,lets,11,normal,site-c,True,authorized_and_claimed,10620000,12,288,
skew_equal_shares,lets,12,normal,site-a,True,authorized_and_claimed,10093800,13,287,
skew_equal_shares,lets,13,normal,site-a,True,authorized_and_claimed,11253200,14,286,
skew_equal_shares,lets,14,normal,site-a,True,authorized_and_claimed,10829400,15,285,
skew_equal_shares,lets,15,normal,site-b,True,authorized_and_claimed,10650800,16,284,
skew_equal_shares,lets,16,normal,site-a,True,authorized_and_claimed,10837900,17,283,
skew_equal_shares,lets,17,normal,site-c,True,authorized_and_claimed,10789400,18,282,
skew_equal_shares,lets,18,normal,site-a,True,authorized_and_claimed,10168500,19,281,
skew_equal_shares,lets,19,normal,site-a,True,authorized_and_claimed,10878500,20,280,
skew_equal_shares,lets,20,normal,site-a,True,authorized_and_claimed,10814700,21,279,
skew_equal_shares,lets,21,normal,site-a,True,authorized_and_claimed,11383400,22,278,
skew_equal_shares,lets,22,normal,site-b,True,authorized_and_claimed,10578900,23,277,
skew_equal_shares,lets,23,normal,site-a,True,authorized_and_claimed,10447000,24,276,
skew_equal_shares,lets,24,normal,site-c,True,authorized_and_claimed,10530200,25,275,
skew_equal_shares,lets,25,normal,site-a,True,authorized_and_claimed,10077400,26,274,
skew_equal_shares,lets,26,normal,site-a,True,authorized_and_claimed,10703000,27,273,
skew_equal_shares,lets,27,normal,site-a,True,authorized_and_claimed,11134800,28,272,
skew_equal_shares,lets,28,normal,site-b,True,authorized_and_claimed,11317700,29,271,
skew_equal_shares,lets,29,normal,site-a,True,authorized_and_claimed,10853800,30,270,
skew_equal_shares,lets,30,normal,site-a,True,authorized_and_claimed,11099600,31,269,
skew_equal_shares,lets,31,normal,site-c,True,authorized_and_claimed,10891900,32,268,
skew_equal_shares,lets,32,normal,site-a,True,authorized_and_claimed,10701700,33,267,
skew_equal_shares,lets,33,normal,site-a,True,authorized_and_claimed,11013900,34,266,
skew_equal_shares,lets,34,normal,site-a,True,authorized_and_claimed,11168700,35,265,
skew_equal_shares,lets,35,normal,site-b,True,authorized_and_claimed,11026900,36,264,
skew_equal_shares,lets,36,normal,site-a,True,authorized_and_claimed,10882700,37,263,
skew_equal_shares,lets,37,normal,site-c,True,authorized_and_claimed,12274800,38,262,
skew_equal_shares,lets,38,normal,site-a,True,authorized_and_claimed,10508900,39,261,
skew_equal_shares,lets,39,normal,site-a,True,authorized_and_claimed,11293200,40,260,
skew_equal_shares,lets,40,normal,site-a,True,authorized_and_claimed,11189400,41,259,
skew_equal_shares,lets,41,normal,site-a,True,authorized_and_claimed,10994800,42,258,
skew_equal_shares,lets,42,normal,site-b,True,authorized_and_claimed,11013300,43,257,
skew_equal_shares,lets,43,normal,site-a,True,authorized_and_claimed,10839100,44,256,
skew_equal_shares,lets,44,normal,site-c,True,authorized_and_claimed,11271400,45,255,
skew_equal_shares,lets,45,normal,site-a,True,authorized_and_claimed,10464300,46,254,
skew_equal_shares,lets,46,normal,site-a,True,authorized_and_claimed,11315700,47,253,
skew_equal_shares,lets,47,normal,site-a,True,authorized_and_claimed,11120400,48,252,
skew_equal_shares,lets,48,normal,site-b,True,authorized_and_claimed,10831200,49,251,
skew_equal_shares,lets,49,normal,site-a,True,authorized_and_claimed,11018800,50,250,
skew_equal_shares,lets,50,normal,site-a,True,authorized_and_claimed,11392800,51,249,
skew_equal_shares,lets,51,normal,site-c,True,authorized_and_claimed,11436700,52,248,
skew_equal_shares,lets,52,normal,site-a,True,authorized_and_claimed,10731200,53,247,
skew_equal_shares,lets,53,normal,site-a,True,authorized_and_claimed,12485000,54,246,
skew_equal_shares,lets,54,normal,site-a,True,authorized_and_claimed,11160100,55,245,
skew_equal_shares,lets,55,normal,site-b,True,authorized_and_claimed,11256200,56,244,
skew_equal_shares,lets,56,normal,site-a,True,authorized_and_claimed,11595600,57,243,
skew_equal_shares,lets,57,normal,site-c,True,authorized_and_claimed,11210000,58,242,
skew_equal_shares,lets,58,normal,site-a,True,authorized_and_claimed,11531600,59,241,
skew_equal_shares,lets,59,normal,site-a,True,authorized_and_claimed,11475400,60,240,
skew_equal_shares,lets,60,partition,site-a,True,authorized_and_claimed,11183300,61,239,
skew_equal_shares,lets,61,partition,site-a,True,authorized_and_claimed,11304000,62,238,
skew_equal_shares,lets,62,partition,site-b,True,authorized_and_claimed,10950600,63,237,
skew_equal_shares,lets,63,partition,site-a,True,authorized_and_claimed,11456900,64,236,
skew_equal_shares,lets,64,partition,site-c,True,authorized_and_claimed,11240800,65,235,
skew_equal_shares,lets,65,partition,site-a,True,authorized_and_claimed,10800700,66,234,
skew_equal_shares,lets,66,partition,site-a,True,authorized_and_claimed,11568000,67,233,
skew_equal_shares,lets,67,partition,site-a,True,authorized_and_claimed,11489300,68,232,
skew_equal_shares,lets,68,partition,site-b,True,authorized_and_claimed,11040200,69,231,
skew_equal_shares,lets,69,partition,site-a,True,authorized_and_claimed,11301400,70,230,
